method,result,elapsed,args
solve_dynamic_cost,31398.0,0.8268060684204102,-I 31 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.5 -c uni
solve_greedy,50419.0,6.29425048828125e-05,-I 441 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 2.0 -c strong
solve_bruteforce,25189.0,72.63292813301086,-I 341 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.5 -c corr
solve_dynamic_cost,24920.0,0.7008428573608398,-I 221 -N 10 -n 24 -W 3000 -C 3000 -w light -m 1.0 -c corr
solve_bruteforce,26110.0,68.66642999649048,-I 351 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.5 -c strong
solve_greedy,37837.0,6.604194641113281e-05,-I 111 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.5 -c strong
solve_branch_bound,26502.0,0.0007119178771972656,-I 231 -N 10 -n 24 -W 3000 -C 3000 -w light -m 1.0 -c strong
solve_greedy,0.0,3.814697265625e-05,-I 161 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.0 -c corr
solve_dynamic_cost,26502.0,0.47164177894592285,-I 231 -N 10 -n 24 -W 3000 -C 3000 -w light -m 1.0 -c strong
solve_greedy,45139.0,6.914138793945312e-05,-I 111 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 1.5 -c strong
solve_bruteforce,0.0,0.0004620552062988281,-I 301 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.0 -c uni
solve_branch_bound,53245.0,0.0008080005645751953,-I 401 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.5 -c corr
solve_greedy,0.0,3.910064697265625e-05,-I 311 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.0 -c corr
solve_greedy,0.0,3.719329833984375e-05,-I 311 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 0.0 -c corr
solve_dynamic_cost,31228.0,0.7967491149902344,-I 361 -N 10 -n 24 -W 3000 -C 3000 -w heavy -m 1.0 -c uni
solve_branch_bound,22546.0,60.99896287918091,-I 51 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.5 -c strong
solve_bruteforce,0.0,0.0013859272003173828,-I 21 -N 10 -n 24 -W 3000 -C 3000 -w bal -m 0.0 -c strong
solve_bruteforce,0.0,0.0004620552062988281,-I 151 -N 10 -n 24 -W 3000 -C 3000 -w light -m 0.0 -c uni
